Order ID,Customer Zip Code,Product,Purchase Date,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Customer Name,Customer State,Customer City
0-587-87421-X,35167,Beer,5/18/2021,Pepsi,Alcoholic,682,6698,7439,-741,Dr. Kristen Sullivan,Missouri,Jonathanfurt
1-04-624010-2,45571,Herbal Tea,10/11/2022,Dr. Pepper,Tea,134,3730,6277,-2547,Jeffrey Moore,Tennessee,Jadeside
0-10-127098-4,8555,Energy Drink,4/23/2022,Pepsi,Soft Drink,744,9731,6012,3719,Ashley Shepherd,New Hampshire,South Lindsayfort
0-85509-817-1,41524,Beer,1/8/2020,Coca-Cola,Alcoholic,984,8653,2214,6439,Daniel Dougherty,Delaware,Courtneybury
1-119-83843-6,58226,Energy Drink,3/31/2020,Coca-Cola,Soft Drink,729,9802,4452,5350,Joy Lee,Nevada,North Adrianafurt
0-19-037339-3,91392,Black Tea,12/14/2021,Coca-Cola,Tea,613,5114,4774,340,Paul Johnson,Alabama,Rachelland
0-372-80779-8,72519,Cola,9/20/2021,Pepsi,Soft Drink,365,2510,2816,-306,Lisa Rollins,Massachusetts,Hollandburgh
1-55851-737-5,13512,Black Tea,7/3/2023,Coca-Cola,Tea,946,1063,1467,-404,Michele Martin,Georgia,Wallfort
1-75481-176-0,97357,Wine,7/28/2022,Coca-Cola,Alcoholic,829,9330,1680,7650,Stacey Mason,Illinois,South Danielleport
1-58213-225-9,20022,Herbal Tea,1/2/2023,Coca-Cola,Tea,976,5242,4379,863,James Rodriguez,Mississippi,Farrellburgh
1-4918-4932-0,84366,Energy Drink,1/2/2020,Pepsi,Soft Drink,340,7262,2336,4926,Debra Peters,Oregon,South Scottstad
1-4293-3471-1,54343,Green Tea,6/22/2023,Dr. Pepper,Tea,943,1868,5441,-3573,Samantha Richardson,Mississippi,Parkview
0-569-78307-0,25939,Beer,7/26/2020,Dr. Pepper,Alcoholic,901,4939,1508,3431,Ethan Olson,Minnesota,East Brittany
1-04-356998-7,96831,Herbal Tea,5/21/2021,Pepsi,Tea,424,8240,4671,3569,Jennifer Wiggins MD,New Jersey,Lewisberg
1-09-347686-9,28779,Herbal Tea,9/11/2022,Pepsi,Tea,966,7784,5914,1870,John Roth,Kansas,New Alan
0-532-77024-2,49785,Vodka,10/7/2021,Pepsi,Alcoholic,913,7599,3933,3666,Brittney Hill,Indiana,Port Davidfort
1-61141-684-1,85497,Beer,5/27/2023,Pepsi,Alcoholic,783,9988,7661,2327,Patrick Collins,Iowa,Fostertown
1-63936-048-4,20037,Herbal Tea,3/20/2023,Dr. Pepper,Tea,230,5420,3633,1787,Jeffrey Greer,Kansas,Lake Davidchester
0-10-529541-8,83737,Energy Drink,7/8/2020,Coca-Cola,Soft Drink,188,1268,3970,-2702,Laura Johnson,Massachusetts,North Tamara
0-12-512491-0,40782,Coffee,2/8/2020,Dr. Pepper,Coffee,173,5110,7805,-2695,Mary Ramirez,Delaware,Vaughnmouth
0-214-93905-7,96860,Energy Drink,6/2/2020,Pepsi,Soft Drink,204,9755,5764,3991,Amanda Gonzalez,Arkansas,South Joycemouth
1-350-68966-1,81157,Vodka,1/28/2023,Pepsi,Alcoholic,586,9681,944,8737,Matthew Hernandez,Georgia,Cindyport
1-366-33950-9,21630,Lemonade,7/5/2023,Pepsi,Soft Drink,905,6539,1994,4545,Carolyn Duran,Alaska,Port Brendamouth
0-06-902119-8,20017,Coffee,10/30/2021,Coca-Cola,Coffee,657,8395,5118,3277,James Soto,Utah,Tylerton
0-627-38497-8,58335,Herbal Tea,7/18/2020,Coca-Cola,Tea,422,1911,3465,-1554,John Scott,Tennessee,Christinaborough
0-669-82161-6,20031,Cola,2/5/2020,Coca-Cola,Soft Drink,145,8798,4245,4553,Sherry Mejia,Virginia,Dixonburgh
1-318-39290-X,55030,Black Tea,8/28/2022,Dr. Pepper,Tea,896,4517,3686,831,Timothy Watson,Hawaii,North Thomas
0-506-69163-2,7048,Wine,7/9/2022,Coca-Cola,Alcoholic,990,2238,2185,53,Richard Gregory,Tennessee,North Elizabethberg
0-491-46351-0,97716,Cola,8/6/2021,Pepsi,Soft Drink,918,3670,3443,227,Marcus Brown,South Carolina,East Anthony
1-161-76173-X,78580,Coffee,12/6/2020,Pepsi,Coffee,369,3054,4698,-1644,Hannah Walsh,Nevada,New Michael
1-347-39421-4,32316,Energy Drink,3/31/2020,Dr. Pepper,Soft Drink,303,8601,2716,5885,Richard Ryan,Louisiana,Henryburgh
0-451-51409-2,99776,Vodka,5/3/2020,Dr. Pepper,Alcoholic,878,1727,2153,-426,Christie Trujillo,Pennsylvania,Smithhaven
0-347-54830-X,3086,Herbal Tea,2/5/2020,Dr. Pepper,Tea,281,8559,2891,5668,Lisa Gallagher,South Dakota,New Courtney
0-8048-2481-9,27903,Cola,5/3/2023,Coca-Cola,Soft Drink,773,5153,5731,-578,Jamie Sanchez,Wyoming,South Joshua
1-4803-9076-3,6205,Herbal Tea,4/23/2022,Pepsi,Tea,333,7379,4274,3105,Kristina Morris,Vermont,Lake Lisaview
0-558-27399-8,98028,Vodka,3/13/2023,Dr. Pepper,Alcoholic,551,9119,5798,3321,Alexis Casey,Florida,Port Thomasburgh
0-513-47948-1,17282,Green Tea,11/12/2020,Coca-Cola,Tea,207,7474,1055,6419,Karen Evans,Virginia,Davidmouth
1-01-096709-6,20029,Lemonade,12/31/2022,Dr. Pepper,Soft Drink,520,1491,4565,-3074,Katherine Lopez,Alabama,Port Christopherport
0-9691806-1-6,96721,Black Tea,2/17/2020,Dr. Pepper,Tea,712,8042,5438,2604,Benjamin Rowe,Montana,West Pennystad
0-17-871776-2,51912,Cola,2/23/2023,Dr. Pepper,Soft Drink,445,8428,2057,6371,Catherine Johnson,Kansas,Port Juliatown
1-62619-429-7,80673,Herbal Tea,4/24/2020,Coca-Cola,Tea,385,4635,6653,-2018,Steven Rogers,Oregon,Lake Thomas
0-540-62267-2,36207,Lemonade,3/24/2022,Coca-Cola,Soft Drink,329,6769,3891,2878,Nicholas Petersen,North Carolina,Lake Jeffery
0-225-74589-5,18565,Coffee,7/21/2021,Dr. Pepper,Coffee,424,4226,6313,-2087,Mrs. Monica Adams,West Virginia,East Cherylport
0-561-77512-5,6365,Black Tea,1/12/2020,Pepsi,Tea,172,5503,2059,3444,Heather Carpenter,Kansas,South Amy
1-140-28244-1,76639,Wine,7/6/2023,Coca-Cola,Alcoholic,197,2120,2512,-392,Andrea Dennis,Florida,Bobbyhaven
0-264-95789-X,32181,Green Tea,8/1/2021,Pepsi,Tea,475,6791,3682,3109,Adam Wheeler,Massachusetts,West Sharonchester
0-06-102134-2,6387,Beer,1/8/2021,Dr. Pepper,Alcoholic,530,7965,2087,5878,Shane Hunter,Illinois,Brendamouth
0-9962866-9-1,39439,Beer,8/20/2020,Pepsi,Alcoholic,413,3821,2519,1302,Jordan Perez,Maryland,Calvinmouth
1-4408-3509-8,59766,Lemonade,3/10/2021,Dr. Pepper,Soft Drink,934,4944,1952,2992,Leslie Davis,New York,Lake Thomasmouth
1-80444-568-1,5014,Lemonade,10/1/2020,Coca-Cola,Soft Drink,360,9437,6455,2982,George Graham,Washington,Lake Ronald
0-17-106108-X,19151,Coffee,12/11/2022,Coca-Cola,Coffee,891,4120,4803,-683,Mary Proctor,New Mexico,North Lisashire
1-64468-396-2,47119,Wine,2/10/2023,Dr. Pepper,Alcoholic,702,1623,6036,-4413,Vincent Sanders,Maine,South Allisonfort
0-396-65625-0,30499,Wine,8/27/2021,Pepsi,Alcoholic,298,8556,4295,4261,Richard Morris,Pennsylvania,Lake Williammouth
1-374-26677-9,3855,Green Tea,1/10/2021,Coca-Cola,Tea,364,3863,3232,631,Kimberly Flowers,Texas,Kellytown
1-85126-894-4,96794,Wine,6/16/2020,Pepsi,Alcoholic,228,6620,2861,3759,David Cox,Missouri,East Michael
1-194-59330-5,6350,Wine,3/13/2020,Pepsi,Alcoholic,719,5645,2325,3320,Megan Cain,Maryland,Annaborough
1-71716-685-7,83705,Vodka,9/30/2020,Coca-Cola,Alcoholic,739,3359,1669,1690,Lauren Beasley,Louisiana,Dustinport
1-123-85751-2,59388,Coffee,5/16/2020,Dr. Pepper,Coffee,361,3269,817,2452,Jason Chavez,Wisconsin,Julieside
0-348-90978-0,64872,Lemonade,11/24/2022,Dr. Pepper,Soft Drink,297,2788,6472,-3684,Mark Frank,Massachusetts,Bobbyland
0-329-79644-5,86419,Vodka,2/10/2023,Coca-Cola,Alcoholic,300,4846,3797,1049,Richard Fernandez,Colorado,Atkinsonshire
0-09-745855-4,29041,Lemonade,1/5/2022,Dr. Pepper,Soft Drink,348,6688,992,5696,Kaitlyn Martin,Wyoming,Cunninghambury
0-331-45299-5,83690,Lemonade,6/30/2022,Pepsi,Soft Drink,244,1242,1697,-455,Jennifer Hughes,Missouri,Scottstad
0-10-907026-7,48824,Cola,5/15/2020,Coca-Cola,Soft Drink,475,5572,951,4621,Kristen Ford,Illinois,Connermouth
1-84532-216-9,64787,Wine,5/9/2021,Coca-Cola,Alcoholic,124,2296,1261,1035,Oscar Gonzalez,Florida,West Micheal
1-168-91829-4,79623,Black Tea,2/27/2023,Pepsi,Tea,524,4928,5365,-437,Micheal Hardy,Washington,Maryside
1-317-14807-X,27290,Vodka,7/30/2021,Coca-Cola,Alcoholic,329,7547,3638,3909,Mary Roberts,Pennsylvania,Donnashire
1-65696-000-1,2344,Lemonade,5/13/2020,Dr. Pepper,Soft Drink,752,8981,4517,4464,Paul Wood,Maryland,East Coryburgh
0-613-58382-5,7488,Lemonade,5/22/2022,Dr. Pepper,Soft Drink,400,7727,2169,5558,Jeffrey Galloway,New York,East Teresachester
1-85407-770-8,76431,Cola,6/4/2020,Coca-Cola,Soft Drink,785,2813,1444,1369,Frank Graham,Illinois,East Brian
1-5229-4375-7,56404,Cola,11/13/2020,Pepsi,Soft Drink,154,7388,3483,3905,Robert Mitchell,Maryland,Dunlapfort
1-362-32913-4,46543,Lemonade,5/18/2020,Coca-Cola,Soft Drink,315,4572,5971,-1399,Geoffrey Gill,Ohio,West Jenniferside
1-04-316614-9,99050,Coffee,12/26/2021,Coca-Cola,Coffee,984,5121,4682,439,Richard Nguyen,Rhode Island,Port Connieborough
0-7433-7565-3,57109,Lemonade,8/16/2022,Dr. Pepper,Soft Drink,827,6545,608,5937,Maria Hunt,Massachusetts,Lewisland
0-624-72291-0,6092,Beer,7/8/2023,Coca-Cola,Alcoholic,290,9628,6255,3373,Ryan Good,Montana,Lake Tommystad
0-230-14581-7,41746,Energy Drink,5/1/2023,Pepsi,Soft Drink,666,3944,6274,-2330,Damon Parks,Utah,Woodsburgh
0-7261-2979-8,73019,Black Tea,11/25/2021,Coca-Cola,Tea,499,2109,4639,-2530,Shelly Reese,Mississippi,South Elizabethchester
1-348-93152-3,88947,Black Tea,2/3/2020,Dr. Pepper,Tea,187,1134,4978,-3844,William Stevens,Missouri,New Melissastad
0-03-399534-6,58222,Vodka,6/6/2020,Dr. Pepper,Alcoholic,480,9700,2634,7066,Ryan Bates,Arizona,Denisechester
1-75819-066-3,39728,Green Tea,1/5/2021,Coca-Cola,Tea,747,9284,833,8451,Joshua Miles,Alaska,Thorntonland
1-02-690703-9,32781,Herbal Tea,10/31/2022,Dr. Pepper,Tea,384,3432,3330,102,Hailey Brown,Vermont,Timothyland
1-67414-067-3,37540,Wine,9/14/2020,Dr. Pepper,Alcoholic,137,8565,6570,1995,Mr. Michael Nicholson,Colorado,South Robertview
0-272-97689-X,35774,Herbal Tea,1/15/2021,Pepsi,Tea,705,7941,5805,2136,Dennis Turner,Louisiana,West Jessicamouth
1-5392-6604-4,83244,Beer,2/22/2023,Pepsi,Alcoholic,1000,1805,2219,-414,Holly Ho,New Hampshire,East Donna
1-384-13915-X,8391,Beer,4/10/2020,Dr. Pepper,Alcoholic,313,4374,7130,-2756,Leslie Brown,Iowa,New Ericfort
1-79764-165-4,6127,Herbal Tea,7/12/2023,Dr. Pepper,Tea,269,7295,7198,97,Natasha Rivera,Colorado,Shawnchester
1-905429-13-4,8020,Beer,12/15/2021,Dr. Pepper,Alcoholic,492,1331,3102,-1771,Kristopher Wilcox,Georgia,South Keith
1-02-198549-X,45866,Vodka,7/9/2022,Pepsi,Alcoholic,521,4454,1582,2872,Daniel Coleman,Virginia,South Jackmouth
1-301-16519-0,34835,Herbal Tea,4/20/2021,Dr. Pepper,Tea,192,3986,6156,-2170,Beverly Larson,Illinois,Monicaberg
1-4756-2315-1,91456,Lemonade,2/21/2021,Dr. Pepper,Soft Drink,566,4302,1816,2486,Riley Fernandez,Illinois,South Jeffreyshire
0-451-25854-1,38345,Wine,8/22/2022,Pepsi,Alcoholic,356,2231,2227,4,Joshua Hill,Delaware,East Carlaborough
1-348-25837-3,83368,Beer,12/20/2021,Dr. Pepper,Alcoholic,974,7353,2696,4657,Michael Marshall,Maryland,Johnsonfort
1-63640-657-2,29280,Herbal Tea,9/8/2020,Pepsi,Tea,995,3699,2625,1074,Sarah Lawrence,Iowa,North Johnathan
0-09-774669-X,45289,Wine,4/21/2022,Dr. Pepper,Alcoholic,771,9151,5084,4067,Vincent Dalton,Rhode Island,North Jason
1-169-34224-8,68060,Green Tea,12/20/2020,Pepsi,Tea,915,4685,4334,351,Randall Blankenship,Mississippi,Thomasview
0-916732-24-X,1979,Cola,4/16/2023,Coca-Cola,Soft Drink,775,6171,7851,-1680,Robin Obrien,Louisiana,Lake Kimberlyburgh
0-660-90413-6,54174,Black Tea,12/14/2022,Coca-Cola,Tea,924,5707,7673,-1966,Donald Johnson,Alaska,South Jameschester
1-65701-271-9,25481,Beer,9/24/2022,Dr. Pepper,Alcoholic,157,3170,4391,-1221,Christopher Stokes,Montana,Comptonfort
0-9839590-1-3,99548,Herbal Tea,7/6/2020,Dr. Pepper,Tea,448,2477,5643,-3166,Richard Tyler,West Virginia,Brownfort
1-325-45840-6,3757,Beer,10/20/2020,Pepsi,Alcoholic,145,4696,3042,1654,Aaron Torres,Wyoming,Nicholasland
1-04-313921-4,52215,Green Tea,3/28/2022,Pepsi,Tea,319,6049,6238,-189,Katherine Campbell,Kansas,Ericmouth
0-914010-40-9,80643,Green Tea,12/20/2022,Coca-Cola,Tea,451,4061,4111,-50,Kellie Bowman,Michigan,Lindafurt
0-02-219436-3,2881,Coffee,9/24/2022,Dr. Pepper,Coffee,747,1240,3473,-2233,Jeffrey Willis,Ohio,Warefort
1-319-10223-9,70202,Vodka,6/5/2023,Coca-Cola,Alcoholic,536,3596,3983,-387,Elizabeth Trujillo,New Jersey,New Robinburgh
0-7431-3644-6,57309,Beer,9/8/2022,Dr. Pepper,Alcoholic,212,4730,6886,-2156,Priscilla Bullock,Pennsylvania,New Jessica
1-212-06780-0,20969,Black Tea,2/9/2020,Dr. Pepper,Tea,680,4355,4607,-252,Michael Jones,Utah,South Benjamin
0-12-612283-0,23861,Black Tea,5/21/2022,Pepsi,Tea,282,9059,6861,2198,Carol Dorsey,Virginia,Port Robertberg
1-55565-028-7,53224,Green Tea,9/10/2022,Pepsi,Tea,389,2246,7557,-5311,Sean Sims,Arizona,New Savannahview
0-8160-3217-3,46579,Energy Drink,10/17/2021,Dr. Pepper,Soft Drink,669,6666,3159,3507,Annette Wong,Indiana,South Jessicamouth
0-03-334226-1,83511,Beer,7/16/2020,Dr. Pepper,Alcoholic,956,4265,3069,1196,Lauren Hood,Vermont,Nancyfort
1-03-281055-6,53512,Black Tea,10/13/2021,Pepsi,Tea,741,1034,2049,-1015,Matthew Arroyo,Louisiana,Joshuaview
0-606-50040-5,29149,Coffee,2/15/2023,Coca-Cola,Coffee,328,9290,2892,6398,Jerry Hunt,Colorado,Pearsonbury
0-397-31564-3,21393,Coffee,9/7/2020,Dr. Pepper,Coffee,221,7148,5420,1728,Jocelyn Rowe,Minnesota,North Aaronfort
1-118-69920-3,83530,Lemonade,4/5/2022,Coca-Cola,Soft Drink,321,2970,6185,-3215,Monique Moore,Alabama,New Josephshire
0-305-59617-9,67463,Black Tea,7/19/2020,Pepsi,Tea,318,2340,6958,-4618,Ryan Richard,Washington,South Williammouth
1-345-86426-4,48687,Lemonade,2/28/2020,Coca-Cola,Soft Drink,200,4747,7738,-2991,Melinda Bowman,South Dakota,South Debraberg
1-01-868666-5,12633,Coffee,6/22/2023,Pepsi,Coffee,687,4243,5256,-1013,Jason Ochoa,Maryland,South Traci
0-07-683389-5,38963,Green Tea,10/11/2022,Pepsi,Tea,828,6894,4376,2518,Evelyn Willis,New Jersey,West Traci
0-227-15262-X,19848,Coffee,6/24/2020,Pepsi,Coffee,251,5895,6019,-124,Jose Crawford,Alabama,East Charlesstad
1-904479-77-4,92380,Lemonade,1/2/2021,Dr. Pepper,Soft Drink,191,3432,3628,-196,Mr. Dan Rich Jr.,Louisiana,Josephburgh
0-09-978917-5,26816,Beer,3/24/2020,Dr. Pepper,Alcoholic,344,6881,3561,3320,Bryce Miller,Ohio,Hutchinsonport
1-00-002132-7,22253,Energy Drink,9/5/2021,Coca-Cola,Soft Drink,359,9498,7429,2069,Scott Howell,Vermont,North Daniel
0-08-610640-6,20011,Lemonade,10/5/2022,Coca-Cola,Soft Drink,225,3842,5167,-1325,Jacqueline Green,North Dakota,Parkermouth
0-17-959870-8,45004,Black Tea,2/10/2020,Pepsi,Tea,223,5388,5078,310,Diamond Torres,Virginia,Harveyshire
0-569-78745-9,81487,Vodka,1/25/2023,Coca-Cola,Alcoholic,529,6390,2078,4312,Corey Cox,Iowa,South Michael
1-344-79924-8,46239,Herbal Tea,2/1/2023,Pepsi,Tea,670,2261,5599,-3338,Ashley Reed,Mississippi,Rosalesside
1-937079-21-X,67407,Energy Drink,9/26/2021,Coca-Cola,Soft Drink,666,7548,7612,-64,Michael Carr,Ohio,Moralesborough
0-12-798984-6,13085,Herbal Tea,3/20/2021,Coca-Cola,Tea,242,3410,7749,-4339,Melissa Singh,Illinois,South Jeanette
1-4588-7886-4,13304,Lemonade,6/21/2022,Coca-Cola,Soft Drink,500,4278,3334,944,James King,Georgia,New Samanthaside
0-506-90111-4,98973,Green Tea,4/17/2020,Dr. Pepper,Tea,820,9936,7791,2145,Patrick Cole,Colorado,New John
1-80609-124-0,28457,Beer,9/1/2022,Pepsi,Alcoholic,578,7437,2670,4767,Lori Lopez,Maryland,New Ashley
0-452-56517-0,98770,Vodka,2/20/2021,Coca-Cola,Alcoholic,547,6249,3568,2681,Mrs. Melinda Mendoza MD,Connecticut,North Denise
1-78366-256-5,96724,Black Tea,3/13/2023,Dr. Pepper,Tea,321,3880,5455,-1575,Eric Butler,Washington,Port Joshua
1-362-70165-3,24641,Herbal Tea,7/7/2022,Coca-Cola,Tea,866,4732,4662,70,Isabella Molina,West Virginia,Jamiemouth
1-7380965-8-0,58265,Wine,8/30/2022,Pepsi,Alcoholic,604,5618,4261,1357,Shaun Chen,Ohio,Ericatown
0-19-333644-8,84195,Green Tea,1/11/2020,Pepsi,Tea,560,7201,4248,2953,Bobby Owen,Georgia,Kaylaport
1-912730-88-X,51630,Herbal Tea,2/17/2022,Coca-Cola,Tea,204,6182,2367,3815,Allen Wright,Arizona,East Samantha
1-05-507896-7,30674,Beer,9/15/2021,Pepsi,Alcoholic,656,1708,2645,-937,Steven Wilson,Connecticut,New Corey
0-7814-1425-3,59611,Cola,6/13/2023,Dr. Pepper,Soft Drink,767,6251,5571,680,John Allen,Ohio,West Emilyberg
0-07-574640-9,97852,Green Tea,7/24/2023,Pepsi,Tea,487,9361,5402,3959,Ryan Miller,Wyoming,Ashleyview
1-83942-687-X,2873,Herbal Tea,4/27/2022,Dr. Pepper,Tea,141,1831,3991,-2160,Amanda Rogers,Georgia,Melissachester
0-04-672485-0,29600,Herbal Tea,4/25/2021,Pepsi,Tea,248,3253,890,2363,Larry Harris,Louisiana,Tiffanyton
0-02-219323-5,41514,Energy Drink,3/4/2021,Pepsi,Soft Drink,581,6808,6322,486,Joel Osborne,North Carolina,North Troyhaven
1-85443-465-9,34758,Wine,4/29/2021,Pepsi,Alcoholic,677,1241,4780,-3539,Catherine Reed,Alaska,North Whitneytown
0-9712889-5-X,39384,Vodka,3/15/2022,Pepsi,Alcoholic,110,3713,1305,2408,Aaron Bailey,North Dakota,Cassandrahaven
1-4065-6812-0,64406,Herbal Tea,4/7/2022,Coca-Cola,Tea,460,6846,7679,-833,Michele Clayton,New Mexico,Wallaceburgh
0-218-01291-8,29327,Black Tea,8/9/2020,Coca-Cola,Tea,862,8093,837,7256,Carolyn Davis,Oregon,Robertsonton
1-257-36538-X,29721,Coffee,7/13/2021,Coca-Cola,Coffee,472,1455,7948,-6493,Amy Osborne,South Dakota,Lake Johnnyburgh
1-60809-023-X,50385,Green Tea,9/10/2020,Dr. Pepper,Tea,769,5629,7027,-1398,Jared Chandler,Nebraska,Lake Jasonton
1-4702-6299-1,68116,Energy Drink,9/21/2021,Dr. Pepper,Soft Drink,979,3954,4968,-1014,Megan Phillips,Maine,Lake Tracy
1-386-53556-7,96812,Green Tea,8/16/2020,Dr. Pepper,Tea,353,2804,2448,356,Mark Jordan,Vermont,Lake Thomas
0-15-788001-X,91199,Coffee,7/30/2021,Coca-Cola,Coffee,469,2972,5273,-2301,Joshua Wallace,Michigan,Nancyside
1-68773-974-9,82212,Black Tea,6/11/2021,Dr. Pepper,Tea,714,4224,5865,-1641,Lindsey Thompson,New Hampshire,West Spencer
0-9675220-9-9,98649,Vodka,3/10/2020,Pepsi,Alcoholic,830,7373,7295,78,Garrett Alvarado,Michigan,South Stephen
0-503-79393-0,43304,Lemonade,8/21/2022,Pepsi,Soft Drink,954,2551,5033,-2482,Brett Thompson,North Carolina,Randallside
0-394-20777-7,6168,Cola,10/7/2022,Coca-Cola,Soft Drink,366,2167,4176,-2009,Matthew Jefferson,Maryland,West Marcusmouth
0-86051-833-7,20022,Black Tea,3/3/2023,Coca-Cola,Tea,221,3638,4222,-584,Pamela Mason,New Hampshire,Willistown
1-4278-7777-7,71857,Cola,4/21/2021,Coca-Cola,Soft Drink,262,1440,694,746,Kathryn Massey,Utah,Lambertmouth
1-4610-7628-5,97325,Herbal Tea,4/30/2020,Dr. Pepper,Tea,931,2069,5972,-3903,April Nelson,Iowa,Port Tammy
1-4611-2105-1,45233,Lemonade,7/3/2021,Pepsi,Soft Drink,664,5086,6771,-1685,Mary Frazier,Maine,West Matthewborough
1-962978-86-9,58395,Energy Drink,6/22/2023,Dr. Pepper,Soft Drink,728,2719,5131,-2412,Joseph Smith,Washington,Hillville
0-397-67435-X,97359,Energy Drink,2/5/2021,Coca-Cola,Soft Drink,930,4527,5318,-791,Shannon Wilkerson,Ohio,Lauraborough
0-05-256330-8,99667,Coffee,4/3/2022,Coca-Cola,Coffee,642,8793,1999,6794,Dr. Kelly Phillips,North Dakota,South Briannaborough
0-399-20908-5,29618,Beer,11/17/2022,Dr. Pepper,Alcoholic,450,2151,5586,-3435,Wayne Lopez,Vermont,West Marcia
0-7388-5347-X,89179,Green Tea,4/17/2020,Dr. Pepper,Tea,254,1444,3732,-2288,Anthony Ruiz,Washington,Lake Linda
1-58754-005-3,57337,Energy Drink,11/28/2020,Dr. Pepper,Soft Drink,913,5861,657,5204,Maria Adams,New Mexico,North Lindamouth
0-683-72848-2,39308,Cola,10/4/2021,Pepsi,Soft Drink,474,9615,1329,8286,Benjamin Garcia,Pennsylvania,Nelsonville
0-921048-21-1,19751,Herbal Tea,2/8/2021,Coca-Cola,Tea,953,2087,1619,468,Timothy Willis,Texas,Ashleyport
1-86067-363-5,58855,Lemonade,10/29/2020,Pepsi,Soft Drink,189,5359,6220,-861,Philip Warner,Illinois,South Amy
0-06-480881-5,89000,Beer,7/8/2020,Pepsi,Alcoholic,662,5015,6274,-1259,Stacy Mcdowell,Michigan,West Brett
0-945676-35-2,59446,Vodka,1/27/2020,Coca-Cola,Alcoholic,194,9693,3931,5762,Adam Stokes,Iowa,Andersonberg
1-75504-662-6,99923,Green Tea,10/13/2022,Coca-Cola,Tea,841,8410,7149,1261,Elizabeth Douglas,Montana,Snydermouth
0-8122-3622-X,49751,Herbal Tea,11/8/2022,Pepsi,Tea,493,1222,5038,-3816,James Hall,Idaho,Gonzaleston
0-06-564287-2,49034,Lemonade,12/1/2020,Coca-Cola,Soft Drink,162,2361,7889,-5528,James Williams,Vermont,North Lisatown
0-7714-5438-4,65304,Wine,11/12/2020,Dr. Pepper,Alcoholic,231,4321,7146,-2825,Robert Roberts,Washington,South Elizabethborough
0-07-680390-2,30671,Vodka,8/14/2020,Pepsi,Alcoholic,332,7961,810,7151,Lonnie Martinez,Hawaii,East Sueton
1-60891-727-4,6329,Beer,7/27/2023,Dr. Pepper,Alcoholic,481,3684,5920,-2236,Kimberly Gibson,New Mexico,Lopezview
0-479-72640-X,25961,Beer,6/22/2020,Pepsi,Alcoholic,240,6697,4492,2205,Kelly Mays,Idaho,North Sean
1-62104-100-X,59450,Vodka,3/17/2022,Pepsi,Alcoholic,640,8597,5331,3266,John Davis,Indiana,Clementsmouth
1-262-62903-9,95980,Black Tea,6/27/2023,Pepsi,Tea,842,6773,2146,4627,Michael Mathis,North Dakota,Schmidtton
0-594-62773-7,17401,Wine,11/20/2020,Dr. Pepper,Alcoholic,104,7174,1263,5911,Darryl Sullivan,Virginia,Keyton
0-7467-1335-5,24885,Cola,6/8/2020,Coca-Cola,Soft Drink,681,5933,3505,2428,Lisa Wall,Michigan,Maymouth
0-929503-73-2,94144,Green Tea,11/6/2020,Coca-Cola,Tea,120,2050,5503,-3453,Eric Hall,Delaware,East Mark
1-972399-92-6,30056,Wine,8/26/2020,Pepsi,Alcoholic,431,7384,5502,1882,Latasha Brown,South Carolina,Louishaven
1-9771-9257-2,58257,Vodka,7/26/2020,Coca-Cola,Alcoholic,878,1189,2479,-1290,Derek Salinas,Tennessee,Port Laura
0-583-75108-3,89590,Energy Drink,7/12/2022,Coca-Cola,Soft Drink,429,4444,7453,-3009,Danielle Russell,Connecticut,Port Ashley
1-02-902155-4,31945,Herbal Tea,7/28/2020,Pepsi,Tea,912,6933,7341,-408,Raymond Watkins,Mississippi,Cuevaston
1-937671-07-0,57098,Cola,12/1/2020,Dr. Pepper,Soft Drink,701,4455,3483,972,Lee Johnson,Nevada,North Chase
1-57015-281-0,29786,Wine,4/11/2020,Coca-Cola,Alcoholic,437,9679,2962,6717,Jessica Wagner,Pennsylvania,Carpenterfurt
1-56815-023-7,29703,Herbal Tea,11/29/2021,Pepsi,Tea,948,3201,4427,-1226,Jason Oconnell,Virginia,North Jeremyton
0-596-34356-6,4991,Beer,3/23/2022,Dr. Pepper,Alcoholic,363,3193,7612,-4419,Jason Melton,South Carolina,Port Heidiview
0-7629-1129-8,25487,Beer,6/15/2020,Coca-Cola,Alcoholic,206,5110,3795,1315,Samuel Robertson,Delaware,Jacquelineview
1-59976-445-8,35217,Black Tea,1/28/2022,Pepsi,Tea,688,2545,2416,129,Joshua Austin,Washington,West Ericafurt
1-55278-172-0,97794,Green Tea,7/6/2022,Coca-Cola,Tea,646,6454,2413,4041,Melody Anderson,Louisiana,East Jeremiahborough
0-87960-525-1,25515,Vodka,4/7/2022,Dr. Pepper,Alcoholic,424,9195,7964,1231,Tracy Ingram,Minnesota,Melendezburgh
0-630-22759-4,98153,Lemonade,9/7/2020,Coca-Cola,Soft Drink,128,8836,2530,6306,Anna Pierce,Minnesota,Vaughnfort
1-283-56345-2,95379,Vodka,3/30/2020,Pepsi,Alcoholic,923,7872,1122,6750,Martha Powers,Mississippi,Lake Nicholas
0-19-003666-4,49010,Vodka,10/9/2021,Dr. Pepper,Alcoholic,952,3940,7945,-4005,Aaron Mcbride,Alaska,Port Sarahhaven
